,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
鮎川ともみ,5,1,2,0,0,2,1,1,0,0,2,0,0,3,2,1,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,3,1,0,1,0,0,1,1,5,0,0,2,0,0,0,1
鮎川真理,0,2,1,0,1,2,1,1,0,0,0,1,1,0,3,0,0,2,1,0,1,0,0,0,0,2,3,1,0,0,4,3,2,0,0,1,0,0,3,1,0,0,0,0,2,0,1,0,2,0,0,0,3,0,0,1,1,0,2,3,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,2,1,1,0,1,3,1,2,2,1,2,1,1,2,0,0,0,0,0
鮎川忍,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,1,2,0,0,0,1,0,1,0,0,0,0
安西なるみ,1,0,0,3,0,4,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
安西ゆみこ,0,0,0,1,0,3,1,0,1,0,0,0,0,3,3,0,1,3,0,0,1,0,0,0,1,1,1,2,3,1,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2,1,0,0,2,0,1,1,0,0,0,3,0,1,0,1,0,0,2,0,1,1,0,0,0
安西咲,0,0,0,1,0,2,1,0,0,1,3,0,1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,1,0,1,2,2,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1,2,0,0,2,0
安西純奈,0,0,0,0,1,1,0,1,0,2,0,2,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,0,2,0,0,1,0,1,0,1,0,0,0,4,1,3,0,0,2,0,0,0,1,0,1,0,1,0,3,0,0,0,2,1,0,0,0,0
安西美優,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
安達若菜,1,2,0,0,0,3,0,2,1,1,2,0,0,1,0,1,0,1,1,1,0,1,0,0,0,2,2,0,2,1,0,1,3,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0
安田あいり,0,3,1,1,1,5,1,0,0,3,0,0,2,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,2,2,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0
安藤ひな,2,0,0,1,0,1,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,0,2,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,2,2,1,0,1,1,1,0,1,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1,0,3,0,0,2,1,0,0,0,0,1
安藤沙耶佳,0,0,3,0,1,1,0,0,0,0,1,2,1,1,3,1,1,1,1,0,2,1,1,0,0,1,4,1,1,2,3,1,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,1,0,3,1,1,1,2,0,2,0,0,0,0,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1
安曇野まり,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
安倍なつき,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,2,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
安来めぐ,0,0,0,0,0,0,4,3,1,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
安里かおる,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,1,4,0,1,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
安里祐加,0,0,1,0,0,0,0,0,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,3,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,2,0,0,0,0,3,1,0,3,1,0,0,1,1,0,3,0,0,1
杏野るり,1,0,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2
杏野小夜,1,0,2,0,0,3,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,3,0,2,2,2,3,0,1,1,1,0,0,1,1,3,0,0,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
伊集院沙羅,0,0,0,2,2,1,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,1,1,0,1,2,0,1,1,0,0,1,2,0,1,0,0
伊藤きらら,1,1,3,0,1,0,0,0,1,0,0,1,1,0,3,0,0,1,1,1,2,0,0,1,2,0,0,0,2,0,4,2,0,2,0,0,2,0,0,1,0,1,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,3,4,0,2,0,3,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0
伊藤なつき,0,0,2,2,0,0,2,2,1,4,0,0,1,0,1,0,2,0,2,0,2,3,2,1,0,0,1,1,2,2,3,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,4,2,0,3,0,5,0,1,0,1,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1
伊藤まゆ,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,4,2,0,1,0,0,0,2,0,1,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,6,1,1,1,0,4,0,0,2,2,3,0,2,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0
伊藤みゆき,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,2,0,2,0,3,1,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2,7,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,2,0,0,0,1,2,0
伊藤佳澄,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0
伊藤真紀,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,2,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,5,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,4,0,0,1,0
伊藤千夏,2,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,3,0,0,0,1,0,1,0,0,0,1,1,3,1,0,2,0,0,1,0,0,0,3,4,0,0,0,3,1,1,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
井上あんり,0,1,0,0,4,0,0,0,0,0,0,3,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,3,2,0,0,2,0,0,0,0,0,1,0,0,3,2,0,2,0,0,0,0,2,0,1,0,1
井上詩織,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
井上静香,0,0,0,0,1,0,1,1,0,0,1,2,2,2,2,0,0,1,0,0,0,0,3,2,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,0,0,2,0,1,2,0,0,1,1,0,2,1,2,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0
井上千尋,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,4,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0
井上麻衣,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
井上優,1,2,0,2,0,3,0,1,0,3,0,0,0,0,0,3,0,2,0,0,2,0,3,0,0,0,2,0,2,3,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,7,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,1,1,0,3,0,0,0,1
井上優香,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0
井川しのぶ,0,2,0,1,0,2,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,3,1,1,2,1,1,0,0,1,3,0,1,0,1,2,3,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,1,0,0,0,1,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,4,0,0,1,1,1,0,0,0,0,0,0,0
井川樹理,1,0,3,2,2,2,0,1,0,1,2,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,2,0,1,1,0,0,1,0,1,0,8,1,0,0,1,2,0,2,0,2,1,0,1,0,1,0,1,0,1,4,0,1,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0,2,0,0,0,0
一の瀬あゆみ,1,0,1,0,0,0,3,0,0,1,0,0,0,1,1,2,0,0,1,0,7,0,1,1,0,0,0,1,0,1,2,0,0,3,2,0,0,0,1,1,0,0,0,1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,0,0,2,0,0,1,0,3,2,1,3,0,2,0,1,0,0,0,2,1,0,0,1,3,1,0,0,0,0,0
一ノ瀬茜,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,1,1,1,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,2,1,1,1,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,1,4,0,1
一条沙紀,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
一色彩果,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
稲羽理々,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,4,1,0,0,0,0,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0,1,0,1,0,4,1,1,0,0,1,2,0,1,0,0,0,2,0,1,0
稲葉めい,0,0,1,1,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,6,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0
宇田奈央子,1,0,0,2,0,1,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,2,1,3,2,0,0,0,1,2,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,1,1,0,1,3,2,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,0,0
羽賀まゆ,2,1,0,1,1,1,0,3,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
羽山典子,0,0,2,0,3,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,3,1,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
羽鳥さやか,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
羽田舞子,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,0,4,0,0,6,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,2,3,2,0,0,1,2,6,0,0,1,0,1,0,0,1,0,1,1,4,1,0
雨宮琴,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,1,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,1,2,0
雨宮螢,0,1,0,0,0,0,2,0,0,3,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,1,1,4,1,1,1,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,1,1,0,0
雨宮早苗,2,0,0,2,0,0,0,1,1,5,0,0,0,0,2,1,0,0,2,1,0,0,1,2,4,0,1,0,0,1,1,4,0,0,0,1,1,1,0,1,1,2,0,0,1,0,1,1,0,0,0,2,2,1,0,0,0,0,1,0,0,2,2,0,0,3,0,2,0,0,1,0,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0
雨木夕紀,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0
永井しおり,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,2,0,0,2,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
永井まどか,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,4,0,2,1,0,2,0,2,0,3,0,0,0,0,1,0,0,0,0,1,2,1,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,2,0,2,1,1,0,0
永井絵理香,0,1,1,1,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,3,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,4,2,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0
永井真希,2,1,2,0,0,0,3,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,4,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,2,0,1,0,2,0,1,2,2,1,2,0,2,3,0,2,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1
永澤その子,2,0,0,2,0,6,1,0,1,2,3,0,1,0,1,0,0,0,0,0,0,2,0,0,4,2,0,0,2,1,5,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,3,1,0,1,0,0,1,1,0,0,2,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0,3,0,1
益子雪菜,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0
榎本カナ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
榎本まどか,0,0,1,2,0,1,2,0,0,0,0,1,1,2,0,5,0,0,0,3,1,0,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,3,0,0,2,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
園部りか,2,0,1,0,0,1,0,2,0,0,1,0,0,2,0,2,1,0,0,1,0,0,0,1,0,2,1,0,5,0,0,3,1,0,3,1,0,0,0,0,1,1,1,0,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,2,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
小野茜,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,2,0,2,1,0,3,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1,4,0,0,0,1,1,0,0,0,0
遠藤悠美,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
遠峰朋美,0,2,1,2,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,2,1,2,1,2,3,1,0,3,3,3,0,0,0,0,1,0,0,1,0,1,0,0
遠野みずほ,3,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,1,0,3,2,2,0,1,0,2,1,0,1,1,1,0,3,1,0,0,0,3,0,1,1,1,1,2,1,1,1,0,2,0,0,0,2,2,2,5,0,2,1,1,0,2,1,5,0,1,6,0,1
遠野小春,3,0,2,0,1,1,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,3,0,2,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,2,2
塩川美智子,11,0,0,1,0,3,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,1,0,1,4,0,0,3,1,0,0,1,0,0,1,1,1,0,0,1,5,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,2,1,0,0,0,0,0,2,2,0,0,0,1,0,0
